"gene_name","logFC","logCPM","LR","PValue","group"
"ENSG00000004848_ARX",3.07092972690293,-3.59843138221191,7.31790655512061,0.00682708920161863,"Up"
"ENSG00000012504_NR1H4",3.41860530919728,-3.0046568125371,16.6276801343572,4.54823732682664e-05,"Up"
"ENSG00000043355_ZIC2",3.07219441560603,-3.16033693716146,12.4900840958056,0.000409117776531512,"Up"
"ENSG00000060566_CREB3L3",3.07953346975147,-3.59343345026087,7.29952061719737,0.00689730105338148,"Up"
"ENSG00000065609_SNAP91",3.06592467342366,-3.59892699638211,7.25912134893171,0.00705417957657264,"Up"
"ENSG00000077279_DCX",3.26825362444996,-3.55036053298259,8.45515365556116,0.00364010495180764,"Up"
"ENSG00000080709_KCNN2",4.26058618580006,-3.23250431650226,17.275898667586,3.23261141160482e-05,"Up"
"ENSG00000095596_CYP26A1",6.32206440724208,-1.83377625009659,25.3052700399019,4.89369859782297e-07,"Up"
"ENSG00000100276_RASL10A",4.26345379581965,-3.23017996098679,17.2070816315979,3.35184558338165e-05,"Up"
"ENSG00000101282_RSPO4",5.21746558149448,-2.73042588489168,22.273195290313,2.3648476430986e-06,"Up"
"ENSG00000105278_ZFR2",3.73174404535038,-3.42253315539338,11.9865129659966,0.000535869676518822,"Up"
"ENSG00000106483_SFRP4",3.50056369245006,-3.49258800384573,9.01675577041945,0.00267515789794015,"Up"
"ENSG00000111780_AL021546.1",3.40191043890388,-3.51681765141349,9.36678558986906,0.00220952651250643,"Up"
"ENSG00000113073_SLC4A9",4.97045141420365,-2.88490745061474,18.2328932899696,1.95473656084515e-05,"Up"
"ENSG00000113763_UNC5A",3.59376863706288,-3.46330678331483,10.8021037270943,0.00101384816334381,"Up"
"ENSG00000117148_ACTL8",3.26773870192404,-3.55226148384257,8.5088854463366,0.00353416462990138,"Up"
"ENSG00000118946_PCDH17",5.22414570812528,-2.77542823662249,32.1228516677131,1.44724962015526e-08,"Up"
"ENSG00000123576_ESX1",3.4461710065074,-3.50267874673976,9.59668459151885,0.00194929007136115,"Up"
"ENSG00000124818_OPN5",3.26934713002249,-3.55095910465045,8.50058647283159,0.00355032028137519,"Up"
